e_form,vpa,gap pbe,a,c,beta,gamma,e_form oxygen,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData minimum Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData range Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData range NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData range NpValence,MagpieData mode NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData minimum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData mean NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData avg_dev SpaceGroupNumber
-2.287,15.167,1.302,5.817,8.46,90.0,90.0,1.289,8.0,81.0,73.0,32.4,29.28,8.0,87.0,74.0,70.0,22.8,87.0,15.9994,78.257394,74.7095928,15.9994,54.8,1138.2,386.88,54.8,3.0,13.0,12.8,3.92,2.0,3.6,1.92,2.0,66.0,52.8,66.0,1.1,2.34,0.9984,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,14.0,14.0,2.8,3.0,24.0,9.6,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,2.0,2.4,18.2245,10.9434,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-2.287,13.943,1.11,5.534,8.549,90.0,90.0,0.482,8.0,81.0,73.0,34.4,31.68,8.0,87.0,54.0,74.0,16.4,87.0,15.9994,83.462364,80.9555568,15.9994,54.8,1692.2,497.68,54.8,3.0,13.0,12.8,3.92,2.0,3.6,1.92,2.0,66.0,49.2,66.0,1.23,2.21,0.9672,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,14.0,14.0,5.0,6.0,21.0,11.6,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.96,16.99166667,9.464,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-2.286,13.361,0.0,5.556,8.046,90.0,90.0,2.924,8.0,89.0,81.0,37.6,35.52,8.0,87.0,73.0,65.8,25.44,87.0,15.9994,92.24104,91.489968,15.9994,54.8,3404.2,989.28,54.8,3.0,13.0,11.6,5.28,2.0,3.8,2.16,2.0,66.0,56.16,66.0,1.1,2.34,0.9312,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,5.0,5.0,1.2,0.0,14.0,14.0,2.8,3.0,18.0,8.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,2.8,3.36,0.0,0.0,0.0,0.0,2.0,2.4,17.2965,10.8864,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-2.285,18.025,0.0,4.483,4.483,90.0,90.0,0.112,8.0,91.0,83.0,41.0,39.6,8.0,87.0,71.0,59.0,33.6,87.0,15.9994,102.214424,103.4580288,15.9994,54.8,1968.2,806.48,54.8,3.0,13.0,10.8,6.24,2.0,4.0,2.4,2.0,66.0,65.76,66.0,1.3,2.14,0.9792,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.6,0.0,2.0,2.0,0.4,4.0,2.0,5.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,3.4,4.08,0.0,0.0,12.0,0.0,2.0,6.0,16.973,9.4416,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.6
-2.285,12.384,0.0,3.956,3.956,90.0,90.0,1.87,8.0,42.0,34.0,21.0,15.6,8.0,87.0,75.0,64.6,26.88,87.0,15.9994,46.57281,36.688092,15.9994,54.8,2841.2,971.88,54.8,3.0,13.0,11.4,5.52,2.0,3.2,1.44,2.0,66.0,50.88,66.0,1.22,2.22,0.84,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,5.0,5.0,1.2,0.0,0.0,0.0,0.0,3.0,3.0,5.4,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,9.0,2.8,3.36,0.0,0.0,0.0,0.0,2.0,2.64,15.074,7.1628,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-2.285,11.603,0.0,3.871,3.871,90.0,90.0,0.507,8.0,93.0,85.0,29.4,25.68,8.0,87.0,65.0,70.4,19.92,87.0,15.9994,70.07564,66.769744,15.9994,54.8,862.2,354.816,54.8,3.0,13.0,12.6,4.08,2.0,3.4,1.68,2.0,66.0,43.2,66.0,1.36,2.08,0.9288,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,4.0,4.0,0.8,6.0,6.0,7.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,10.0,0.0,0.0,5.6,11.94575,3.4089,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.68
-2.283,10.576,1.582,3.753,3.753,90.0,90.0,3.32,8.0,31.0,23.0,15.2,8.64,8.0,87.0,76.0,69.2,23.28,87.0,15.9994,32.5354224,19.84322688,15.9994,54.8,1759.2,456.262,54.8,3.0,13.0,12.8,3.92,2.0,2.8,0.96,2.0,66.0,38.4,66.0,1.36,2.08,0.8904,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,0.0,0.0,0.0,3.0,10.0,6.8,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,2.0,2.4,13.6815,5.4918,9.105,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.27e-06,2.03e-06,0.0,56.16
-2.282,10.964,0.256,5.205,7.189,90.0,90.0,0.68,8.0,66.0,58.0,23.8,18.96,8.0,87.0,56.0,71.2,18.96,87.0,15.9994,54.80884,46.571328,15.9994,54.8,1630.2,641.434,54.8,3.0,13.0,12.4,4.32,2.0,3.2,1.44,2.0,66.0,46.08,66.0,1.22,2.22,0.9024,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,10.0,10.0,2.0,6.0,6.0,8.2,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.72,13.925,6.926,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-2.281,10.375,0.0,4.991,7.215,90.0,90.0,-1.307,3.0,66.0,63.0,18.6,18.96,8.0,87.0,86.0,58.6,34.08,87.0,6.941,43.48784,47.604864,15.9994,54.8,1630.2,460.618,54.8,1.0,15.0,10.4,6.72,2.0,2.8,1.28,2.0,66.0,45.12,66.0,0.98,2.46,1.1232,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,1.0,11.0,6.2,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.72,15.02966667,7.1096,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-2.281,13.774,0.0,4.099,4.099,90.0,90.0,-1.819,8.0,70.0,62.0,31.8,28.56,8.0,87.0,58.0,65.8,25.44,87.0,15.9994,75.99551,71.995332,15.9994,54.8,1574.2,577.08,54.8,3.0,13.0,10.8,6.24,2.0,3.6,1.92,2.0,66.0,59.76,66.0,1.21,2.23,1.0584,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,14.0,14.0,4.6,6.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.12,18.63433333,11.4352,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-2.281,15.922,1.578,5.549,8.943,90.0,90.0,-5.095,8.0,58.0,50.0,21.8,16.56,8.0,87.0,72.0,66.8,24.24,87.0,15.9994,49.409479,40.0920948,15.9994,54.8,1713.2,600.68,54.8,3.0,13.0,12.0,4.8,2.0,3.2,1.44,2.0,66.0,47.52,66.0,1.12,2.32,0.9312,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,7.0,7.0,1.6,0.0,1.0,1.0,0.2,4.0,5.0,6.2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,2.4,2.88,0.0,0.0,13.0,0.0,2.0,6.32,14.96,8.912,9.105,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.30969424,0.495510784,0.0,87.36
-2.28,15.115,0.0,5.779,8.703,90.0,90.0,-3.996,8.0,89.0,81.0,28.6,24.72,8.0,87.0,73.0,68.8,21.92,87.0,15.9994,68.07564,63.569744,15.9994,54.8,1268.2,436.016,54.8,3.0,13.0,12.6,4.08,2.0,3.4,1.68,2.0,66.0,49.2,66.0,1.1,2.34,0.9912,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,0.0,0.0,0.0,3.0,9.0,6.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,2.4,17.1575,10.942,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-2.279,13.271,0.0,4.048,4.048,90.0,90.0,0.175,8.0,72.0,64.0,25.2,20.64,8.0,87.0,42.0,75.0,14.4,87.0,15.9994,58.37364,50.849088,15.9994,54.8,2451.2,672.616,54.8,4.0,12.0,12.8,3.84,2.0,3.2,1.44,2.0,66.0,39.6,66.0,1.3,2.14,0.9432,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.4,0.0,14.0,14.0,2.8,6.0,12.0,9.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,2.08,12.695,4.308,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-2.279,12.847,0.0,4.005,4.005,90.0,90.0,-2.243,8.0,21.0,13.0,11.4,4.08,8.0,87.0,76.0,68.0,22.8,87.0,15.9994,23.4518224,8.94290688,15.9994,54.8,1759.2,580.28,54.8,2.0,14.0,10.6,6.48,2.0,2.6,0.72,2.0,66.0,42.96,66.0,1.31,2.13,1.0104,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,2.0,4.0,4.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,2.4,14.488,6.4596,9.105,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.27e-06,2.03e-06,0.0,87.36
-2.278,12.338,0.0,3.951,3.951,90.0,90.0,1.68,8.0,66.0,58.0,26.4,22.08,8.0,87.0,56.0,68.4,22.32,87.0,15.9994,61.29164,54.350688,15.9994,54.8,2841.2,949.08,54.8,3.0,13.0,11.4,5.52,2.0,3.4,1.68,2.0,66.0,51.36,66.0,1.22,2.22,0.84,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,5.0,5.0,1.0,0.0,10.0,10.0,2.0,6.0,6.0,7.2,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,5.0,1.0,1.6,0.0,0.0,4.0,0.0,2.0,1.44,14.849,6.8928,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-2.278,14.368,1.095,5.787,8.465,90.0,90.0,-3.435,8.0,81.0,73.0,28.8,24.96,8.0,87.0,75.0,69.8,23.12,87.0,15.9994,68.25747,62.709684,15.9994,54.8,1744.2,508.08,54.8,3.0,13.0,12.8,3.92,2.0,3.4,1.68,2.0,66.0,48.72,66.0,1.22,2.22,0.9696,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,14.0,14.0,2.8,3.0,24.0,9.6,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,2.0,2.4,17.318,9.8556,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-2.276,13.384,1.717,5.821,5.821,58.2,58.2,0.184,8.0,80.0,72.0,28.8,24.96,8.0,87.0,43.0,75.2,14.16,87.0,15.9994,67.96244,62.355648,15.9994,54.8,2073.2,505.344,54.8,4.0,12.0,12.8,3.84,2.0,3.4,1.68,2.0,66.0,42.0,66.0,1.33,2.11,0.852,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.4,0.0,14.0,14.0,2.8,4.0,22.0,9.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,2.08,15.14951724,7.25342069,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.64
-2.275,13.857,0.0,4.107,4.107,90.0,90.0,-1.411,8.0,70.0,62.0,31.4,28.08,8.0,87.0,62.0,65.0,26.4,87.0,15.9994,74.60324,70.324608,15.9994,54.8,1040.2,470.28,54.8,3.0,13.0,10.8,6.24,2.0,3.6,1.92,2.0,66.0,60.72,66.0,1.185,2.255,1.0644,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,14.0,14.0,4.2,6.0,10.0,8.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.76,19.579,12.5688,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.2
-2.275,13.873,0.509,5.458,8.694,90.0,90.0,-4.769,8.0,60.0,52.0,22.8,17.76,8.0,87.0,68.0,69.8,20.64,87.0,15.9994,51.52404,42.629568,15.9994,54.8,1239.2,430.216,54.8,3.0,13.0,12.6,4.08,2.0,3.2,1.44,2.0,66.0,45.84,66.0,1.14,2.3,0.9816,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,4.0,4.0,0.8,6.0,6.0,7.2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.72,15.217,7.8372,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-2.274,18.614,0.0,4.532,4.532,90.0,90.0,-3.213,8.0,67.0,59.0,29.8,26.16,8.0,87.0,72.0,61.8,30.24,87.0,15.9994,70.608904,65.5314048,15.9994,54.8,1692.2,596.48,54.8,3.0,13.0,10.8,6.24,2.0,3.6,1.92,2.0,66.0,63.36,66.0,1.12,2.32,1.0872,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,1.0,0.2,0.0,11.0,11.0,2.4,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,13.0,0.0,2.0,6.32,19.05766667,11.9432,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-2.274,18.318,2.48,5.884,9.831,90.0,90.0,-7.196,8.0,81.0,73.0,35.6,33.12,8.0,87.0,39.0,77.0,12.0,87.0,15.9994,86.665876,84.7997712,15.9994,54.8,3235.2,806.28,54.8,5.0,11.0,13.2,3.36,2.0,3.6,1.92,2.0,66.0,43.92,66.0,1.5,1.94,0.9024,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.6,0.0,14.0,14.0,5.6,6.0,21.0,12.8,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,7.0,1.4,2.24,0.0,0.0,0.0,0.0,2.0,1.92,14.469,6.4368,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-2.273,15.019,0.0,5.822,8.503,90.0,90.0,-0.948,8.0,82.0,74.0,34.2,31.44,8.0,87.0,58.0,74.2,18.08,87.0,15.9994,82.82471,80.190372,15.9994,54.8,1574.2,478.802,54.8,3.0,13.0,13.0,4.0,2.0,3.6,1.92,2.0,66.0,49.92,66.0,1.21,2.23,0.8016,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,14.0,14.0,4.6,6.0,22.0,11.4,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.2,17.43233333,9.9928,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-2.271,12.542,0.284,3.685,4.618,90.0,90.0,2.017,8.0,23.0,15.0,13.2,6.24,8.0,87.0,84.0,62.0,30.0,87.0,15.9994,27.6076,13.92984,15.9994,54.8,2128.2,536.786,54.8,1.0,15.0,10.8,6.24,2.0,2.8,0.96,2.0,66.0,53.76,66.0,0.82,2.62,1.0632,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,3.0,3.0,0.6,0.0,0.0,0.0,0.0,1.0,5.0,4.8,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,7.0,1.4,2.24,0.0,0.0,0.0,0.0,1.0,1.68,22.68633333,20.16813333,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.16
-2.271,14.239,1.12,5.626,8.458,90.0,90.0,0.686,8.0,81.0,73.0,33.8,30.96,8.0,87.0,60.0,72.8,18.32,87.0,15.9994,81.9263,79.11228,15.9994,54.8,1531.2,465.48,54.8,3.0,13.0,12.8,3.92,2.0,3.6,1.92,2.0,66.0,50.16,66.0,1.2,2.24,0.9744,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,14.0,14.0,4.2,6.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,7.0,0.0,2.0,4.24,17.255,9.78,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-2.271,17.768,0.0,4.462,4.462,90.0,90.0,2.759,8.0,91.0,83.0,36.0,33.6,8.0,87.0,69.0,61.6,30.48,87.0,15.9994,87.591882,85.9109784,15.9994,54.8,1790.2,727.68,54.8,3.0,13.0,10.8,6.24,2.0,3.8,2.16,2.0,66.0,62.88,66.0,1.21,2.23,1.0008,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,1.0,0.2,0.0,9.0,9.0,2.2,5.0,6.0,6.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,12.0,0.0,2.0,5.84,16.84633333,9.2896,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.16
-2.27,18.197,0.0,4.498,4.498,90.0,90.0,1.309,8.0,71.0,63.0,30.4,26.88,8.0,87.0,74.0,63.0,28.8,87.0,15.9994,72.374094,67.6496328,15.9994,54.8,1881.2,658.68,54.8,3.0,13.0,10.8,6.24,2.0,3.6,1.92,2.0,66.0,62.88,66.0,1.1,2.34,1.0824,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,1.0,0.4,0.0,14.0,14.0,2.8,3.0,14.0,7.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,3.6,4.32,0.0,0.0,0.0,0.0,2.0,3.36,18.6155,11.4126,9.105,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00044942,0.000719072,0.0,87.36
-2.27,9.917,0.0,3.674,3.674,90.0,90.0,4.341,5.0,90.0,85.0,23.8,26.48,8.0,87.0,71.0,69.8,21.52,87.0,10.811,58.169452,69.5474432,15.9994,54.8,2293.2,907.08,54.8,3.0,13.0,12.8,3.92,2.0,3.0,1.6,2.0,66.0,43.36,66.0,1.3,2.14,0.8496,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.4,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,2.0,2.16,13.3715,7.5994,9.105,0.0,1.524,0.3048,0.0,0.0,0.0,0.0,0.0,0.0,88.08
-2.27,15.973,1.041,5.937,8.547,90.0,90.0,1.876,8.0,89.0,81.0,38.8,36.96,8.0,87.0,73.0,70.2,22.48,87.0,15.9994,95.8763,95.85228,15.9994,54.8,1268.2,412.88,54.8,3.0,13.0,12.8,3.92,2.0,3.8,2.16,2.0,66.0,54.72,66.0,1.1,2.34,0.9984,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,14.0,14.0,2.8,3.0,24.0,9.6,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,2.0,2.4,19.7475,12.771,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-2.27,14.23,0.0,4.144,4.144,90.0,90.0,-2.299,8.0,62.0,54.0,21.2,16.32,8.0,87.0,80.0,58.2,34.56,87.0,15.9994,47.68724,41.069104,15.9994,54.8,1290.2,524.88,54.8,2.0,14.0,10.6,6.48,2.0,3.2,1.44,2.0,66.0,58.08,66.0,1.0,2.44,1.1304,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,6.0,1.2,2.0,6.0,5.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.08,19.663,12.6696,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.08
-2.269,12.644,0.0,5.626,7.972,90.0,90.0,1.152,8.0,56.0,48.0,21.0,15.6,8.0,87.0,78.0,64.4,27.12,87.0,15.9994,48.052649,38.4638988,15.9994,54.8,1464.2,536.68,54.8,2.0,14.0,11.4,5.52,2.0,3.2,1.44,2.0,66.0,53.28,66.0,0.89,2.55,1.0656,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,5.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,1.12,20.27851724,17.3245931,9.105,0.0,0.0,0.0,0.0,0.000310121,0.000310121,6.2e-05,9.92e-05,0.0,101.28
-2.269,10.592,0.0,5.0,7.308,90.0,90.0,-1.128,3.0,64.0,61.0,18.2,18.32,8.0,87.0,86.0,57.8,35.04,87.0,6.941,42.43784,45.924864,15.9994,54.8,1531.2,440.818,54.8,1.0,15.0,10.4,6.72,2.0,2.8,1.28,2.0,66.0,46.08,66.0,0.98,2.46,1.128,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,1.0,1.0,0.2,0.0,7.0,7.0,1.4,1.0,9.0,5.8,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,7.0,0.0,1.0,4.56,15.19166667,7.304,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-2.269,10.631,0.0,5.191,7.43,90.0,90.0,1.113,8.0,65.0,57.0,23.4,18.48,8.0,87.0,58.0,70.2,20.16,87.0,15.9994,53.12339,44.548788,15.9994,54.8,1673.2,704.28,54.8,3.0,13.0,12.2,4.56,2.0,3.2,1.44,2.0,66.0,44.64,66.0,1.21,2.23,0.9024,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,8.0,8.0,1.6,0.0,9.0,9.0,1.8,6.0,5.0,7.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.4,0.64,0.0,0.0,5.0,0.0,2.0,0.96,13.87433333,7.144933333,9.105,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.11907894,0.190526304,0.0,94.8
-2.267,14.996,1.753,5.813,8.484,90.0,90.0,2.881,8.0,92.0,84.0,39.0,37.2,8.0,87.0,67.0,69.4,21.12,87.0,15.9994,96.5987358,96.71920296,15.9994,54.8,1353.2,581.946,54.8,3.0,13.0,12.4,4.32,2.0,3.8,2.16,2.0,66.0,48.0,66.0,1.38,2.06,0.7104,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,14.0,14.0,3.4,6.0,19.0,9.8,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,11.0,0.0,1.0,5.84,12.808,4.4436,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.08
-2.267,16.219,0.0,4.328,4.328,90.0,90.0,2.844,8.0,91.0,83.0,35.8,33.36,8.0,87.0,69.0,61.2,30.96,87.0,15.9994,87.256812,85.5088944,15.9994,54.8,1790.2,719.08,54.8,3.0,13.0,10.8,6.24,2.0,3.8,2.16,2.0,66.0,63.36,66.0,1.2,2.24,1.0032,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,1.0,0.4,0.0,7.0,7.0,1.8,5.0,5.0,6.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,3.6,4.32,0.0,0.0,12.0,0.0,2.0,7.92,16.909,9.3648,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.16
