e_form,e_hull,vpa,gamma,e_form oxygen,MagpieData minimum Number,MagpieData maximum Number,MagpieData mean Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData maximum AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData avg_dev MeltingT,MagpieData maximum Column,MagpieData minimum Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData range NsValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mode NpValence,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData mode NdValence,MagpieData range NfValence,MagpieData maximum NValence,MagpieData range NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData maximum NpUnfilled,MagpieData mean NpUnfilled,MagpieData minimum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData minimum GSbandgap,MagpieData range GSbandgap,MagpieData avg_dev GSmagmom,MagpieData mean SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state
-1.424,1.265,14.96,90.0,-4.583,8.0,69.0,25.2,8.0,37.0,87.0,76.4,168.93421,50.8456824,15.9994,54.8,1818.0,1763.2,671.616,16.0,2.0,1.44,2.0,42.48,66.0,2.19,2.75,0.0,4.0,4.0,4.0,10.0,2.0,0.0,13.0,15.0,0.0,0.0,0.0,3.0,1.8,0.0,0.0,0.0,1.0,1.0,0.32,0.0,2.0,0.4,2.0,15.854,8.0988,0.0,0.0,0.0,79.2,12.0,-2.0,3.0
-1.423,0.994,13.994,90.0,-1.454,8.0,78.0,28.4,8.0,44.0,87.0,73.6,195.084,61.034208,15.9994,54.8,2128.0,2073.2,974.352,16.0,2.0,1.68,2.0,42.96,66.0,2.11,2.786,1.0,4.0,4.0,4.0,9.0,2.2,0.0,14.0,24.0,1.0,0.32,0.0,2.0,1.2,0.0,8.0,1.8,0.0,0.0,0.0,0.0,3.2,1.92,2.0,13.106,4.8012,0.0,0.0,0.0,91.0,12.0,-2.0,4.0
-1.422,1.134,15.137,90.0,0.801,8.0,66.0,28.4,8.0,31.0,90.0,76.4,162.5,61.944288,15.9994,54.8,1685.0,1630.2,551.5344,16.0,2.0,1.68,2.0,47.52,66.0,2.22,2.728,0.0,4.0,4.0,4.0,10.0,2.0,0.0,10.0,16.0,0.0,0.0,0.0,2.0,1.6,0.0,0.0,0.0,4.0,4.0,1.28,0.0,2.4,0.64,2.0,18.66366667,11.4704,0.0,0.464,0.0,76.4,12.0,0.0,0.0
-1.421,1.215,14.398,90.0,-1.25,8.0,90.0,38.6,8.0,16.0,87.0,68.6,232.03806,95.28139896,15.9994,54.8,2023.0,1968.2,780.1752,16.0,2.0,2.16,2.0,50.4,66.0,2.14,2.832,1.0,4.0,4.0,4.0,10.0,2.4,0.0,14.0,25.0,1.0,0.32,0.0,2.0,1.2,0.0,8.0,1.6,0.0,0.0,0.0,0.0,3.0,2.0,2.0,15.277,7.4064,0.0,0.0,0.0,97.2,12.0,-2.0,4.0
-1.421,0.574,18.872,90.0,-0.885,8.0,63.0,24.8,8.0,4.0,87.0,58.0,151.964,49.30392,15.9994,54.8,1095.0,1040.2,312.2512,16.0,2.0,1.68,2.0,68.64,66.0,2.62,2.465,1.0,4.0,4.0,4.0,0.0,0.0,0.0,7.0,9.0,1.0,0.32,0.0,2.0,1.2,0.0,0.0,0.0,7.0,7.0,2.24,0.0,2.8,1.68,2.0,30.8995,26.1534,0.0,0.0,0.0,98.8,12.0,0.0,0.0
-1.42,1.126,16.745,90.0,-5.705,8.0,64.0,28.0,8.0,27.0,90.0,75.6,157.25,60.684288,15.9994,54.8,1586.0,1531.2,527.7744,16.0,2.0,1.68,2.0,48.48,66.0,2.24,2.724,0.0,4.0,4.0,4.0,10.0,2.2,0.0,7.0,16.0,0.0,0.0,0.0,2.0,1.6,0.0,9.0,1.8,7.0,7.0,2.24,0.0,4.8,4.48,2.0,18.82566667,11.6648,0.0,0.464,0.0,76.4,12.0,0.0,0.0
-1.419,0.66,15.687,90.0,-3.122,8.0,69.0,28.0,8.0,37.0,87.0,72.6,168.93421,58.7528664,15.9994,54.8,1818.0,1763.2,706.3992,16.0,2.0,1.68,2.0,48.72,66.0,2.19,2.7,1.0,4.0,4.0,4.0,10.0,2.0,0.0,13.0,15.0,1.0,0.32,0.0,2.0,1.2,0.0,0.0,0.0,1.0,1.0,0.32,0.0,1.6,0.48,2.0,14.685,6.696,0.0,0.0,0.0,91.0,12.0,-2.0,3.0
-1.418,0.911,12.753,90.0,-0.951,8.0,78.0,34.6,8.0,41.0,87.0,73.0,195.084,81.13248,15.9994,54.8,2041.4,1986.6,928.272,16.0,2.0,1.92,2.0,45.84,66.0,2.17,2.774,1.0,4.0,4.0,4.0,9.0,2.0,0.0,14.0,24.0,1.0,0.32,0.0,2.0,1.2,0.0,9.0,2.0,0.0,0.0,0.0,0.0,3.4,2.24,2.0,14.24,6.162,0.0,0.0,0.000719072,91.0,12.0,0.0,0.0
-1.418,1.099,16.631,90.0,0.902,8.0,83.0,34.4,8.0,29.0,87.0,75.2,208.9804,80.617668,15.9994,54.8,1629.0,1574.2,495.312,16.0,2.0,1.92,2.0,50.4,66.0,2.23,2.71,0.0,4.0,4.0,4.0,10.0,2.0,0.0,14.0,29.0,0.0,0.0,0.0,3.0,1.8,0.0,0.0,0.0,5.0,5.0,1.6,0.0,2.8,0.96,2.0,18.40033333,11.1544,0.0,0.0,0.0,48.4,12.0,-2.0,3.0
-1.417,1.1,11.957,90.0,-2.92,8.0,67.0,20.4,8.0,2.0,87.0,59.2,164.93032,47.09866486,15.9994,54.8,1747.0,1692.2,516.2184,16.0,2.0,1.2,2.0,54.24,66.0,2.51,2.496,1.0,4.0,4.0,4.0,0.0,0.0,0.0,11.0,13.0,1.0,0.32,0.0,2.0,1.2,0.0,0.0,0.0,3.0,3.0,0.96,0.0,2.0,0.4,2.0,17.45833333,10.024,0.0,0.0,0.0,91.8,12.0,0.0,0.0
-1.416,0.045,10.729,90.0,2.053,8.0,44.0,15.8,8.0,2.0,87.0,63.8,101.07,26.66336246,15.9994,54.8,2607.0,2552.2,791.4184,16.0,2.0,0.96,2.0,43.2,66.0,2.51,2.69,1.0,4.0,4.0,4.0,7.0,1.4,0.0,0.0,8.0,1.0,0.48,0.0,2.0,1.2,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.2,0.72,2.0,14.01366667,6.091866667,0.0,0.0,0.0,91.8,12.0,-2.0,5.0
-1.415,1.401,13.548,90.0,-1.23,8.0,75.0,34.2,8.0,45.0,87.0,72.0,186.207,79.847568,15.9994,54.8,3459.0,3404.2,1405.296,16.0,2.0,1.92,2.0,46.56,66.0,2.14,2.704,0.0,4.0,4.0,4.0,5.0,1.4,0.0,14.0,21.0,0.0,0.0,0.0,2.0,1.2,0.0,8.0,2.6,0.0,0.0,0.0,0.0,3.8,2.16,2.0,12.834,4.4748,0.0,0.0,0.0,84.8,12.0,0.0,0.0
-1.414,0.543,13.656,90.0,-12.443,8.0,74.0,29.0,8.0,51.0,87.0,75.4,183.84,62.330256,15.9994,54.8,3695.0,3640.2,1156.8792,16.0,2.0,1.68,2.0,42.0,66.0,1.51,2.922,1.0,4.0,4.0,4.0,10.0,2.8,0.0,14.0,20.0,1.0,0.32,0.0,2.0,1.2,0.0,6.0,1.2,0.0,0.0,0.0,0.0,2.6,1.36,2.0,11.939,3.4008,0.0,0.0,0.0,98.0,12.0,-2.0,5.0
-1.414,0.543,12.987,90.0,3.201,8.0,83.0,36.2,8.0,51.0,87.0,79.6,208.9804,86.597184,15.9994,54.8,3695.0,3640.2,1125.696,16.0,2.0,1.92,2.0,42.72,66.0,1.42,2.94,0.0,4.0,4.0,4.0,10.0,2.8,0.0,14.0,29.0,0.0,0.0,0.0,3.0,1.8,0.0,6.0,1.2,0.0,0.0,0.0,0.0,3.0,1.2,2.0,15.263,7.3896,0.0,0.0,0.0,55.4,12.0,-2.0,3.0
-1.411,1.368,18.35,90.0,-3.568,8.0,90.0,38.4,8.0,16.0,87.0,68.0,232.03806,94.8295824,15.9994,54.8,2041.4,1986.6,949.152,16.0,2.0,2.16,2.0,50.4,66.0,2.14,2.78,1.0,4.0,4.0,4.0,9.0,2.2,0.0,14.0,24.0,1.0,0.32,0.0,2.0,1.2,0.0,8.0,1.8,0.0,0.0,0.0,0.0,3.2,1.92,2.0,14.941,7.0032,0.0,0.0,0.0,97.2,12.0,-2.0,4.0
-1.411,0.596,18.467,90.0,-0.995,8.0,63.0,21.2,8.0,3.0,87.0,57.8,151.964,41.66076,15.9994,54.8,1095.0,1040.2,317.2632,16.0,2.0,1.44,2.0,64.56,66.0,2.62,2.465,1.0,4.0,4.0,4.0,0.0,0.0,0.0,7.0,9.0,1.0,0.32,0.0,2.0,1.2,0.0,0.0,0.0,7.0,7.0,2.24,0.0,2.8,1.68,2.0,27.37633333,21.9256,0.0,0.0,0.0,98.8,12.0,0.0,0.0
-1.411,0.546,11.819,90.0,4.195,8.0,74.0,28.8,8.0,51.0,87.0,74.8,183.84,61.982688,15.9994,54.8,3695.0,3640.2,1299.228,16.0,2.0,1.68,2.0,40.56,66.0,1.24,2.976,2.0,4.0,4.0,4.0,10.0,2.8,0.0,14.0,20.0,0.0,0.0,0.0,2.0,1.2,0.0,6.0,1.2,0.0,0.0,0.0,0.0,2.4,1.44,2.0,11.555,2.94,0.0,0.0,0.0,98.0,12.0,-2.0,4.0
-1.41,1.328,10.563,90.0,-5.07,8.0,23.0,11.8,8.0,46.0,87.0,75.0,50.9415,10.517024,15.9994,54.8,2183.0,2128.2,719.136,16.0,2.0,0.72,2.0,38.88,66.0,2.13,2.652,0.0,4.0,4.0,4.0,3.0,0.6,0.0,0.0,6.0,0.0,0.0,0.0,2.0,1.2,0.0,7.0,1.4,0.0,0.0,0.0,0.0,2.6,1.76,2.0,12.643,4.2456,0.0,0.0,0.0,91.8,12.0,-2.0,4.0
-1.41,1.541,14.329,90.0,-4.815,8.0,71.0,27.4,8.0,41.0,87.0,70.4,174.9668,57.34272,15.9994,54.8,2896.0,2841.2,1133.376,16.0,2.0,1.68,2.0,50.16,66.0,2.17,2.75,1.0,4.0,4.0,4.0,5.0,1.2,0.0,14.0,17.0,1.0,0.32,0.0,2.0,1.2,0.0,9.0,2.8,0.0,0.0,0.0,0.0,4.2,2.64,2.0,14.374,6.3228,0.0,0.0,0.000719072,91.8,12.0,-2.0,3.0
-1.41,1.21,9.692,90.0,1.043,8.0,74.0,22.2,8.0,51.0,87.0,77.0,183.84,52.83042091,15.9994,54.8,3695.0,3640.2,1094.5704,16.0,2.0,1.2,2.0,36.24,66.0,1.83,2.858,0.0,4.0,4.0,4.0,4.0,0.8,0.0,14.0,20.0,0.0,0.0,0.0,5.0,2.2,0.0,6.0,1.2,0.0,0.0,0.0,0.0,3.4,1.68,2.0,11.969,3.4368,0.0,0.0,0.0,98.0,12.0,-2.0,3.0
-1.409,1.26,12.796,90.0,-3.031,8.0,43.0,17.6,8.0,11.0,87.0,65.0,98.0,26.62970688,15.9994,54.8,2430.0,2375.2,992.256,16.0,2.0,1.2,2.0,44.4,66.0,2.08,2.716,0.0,4.0,4.0,4.0,5.0,1.2,0.0,0.0,7.0,0.0,0.0,0.0,2.0,1.2,0.0,9.0,2.8,0.0,0.0,0.0,0.0,4.0,2.4,2.0,12.767,4.3944,0.0,0.0,2.03e-06,84.8,12.0,-2.0,3.0
-1.406,0.644,12.913,90.0,-0.655,8.0,67.0,27.6,8.0,33.0,87.0,71.8,164.93032,57.7919328,15.9994,54.8,1747.0,1692.2,689.3592,16.0,2.0,1.68,2.0,49.2,66.0,2.21,2.696,1.0,4.0,4.0,4.0,10.0,2.0,0.0,11.0,13.0,1.0,0.32,0.0,2.0,1.2,0.0,0.0,0.0,3.0,3.0,0.96,0.0,2.0,0.4,2.0,14.87566667,6.9248,0.0,0.0,0.0,91.0,12.0,-2.0,3.0
-1.406,1.15,16.173,90.0,-4.185,8.0,64.0,23.6,8.0,27.0,87.0,71.4,157.25,45.751488,15.9994,54.8,1586.0,1531.2,520.5792,16.0,2.0,1.44,2.0,44.64,66.0,2.24,2.634,0.0,4.0,4.0,4.0,10.0,2.2,0.0,7.0,12.0,0.0,0.0,0.0,2.0,1.2,0.0,9.0,1.8,7.0,7.0,2.24,0.0,4.4,4.64,2.0,14.665,6.954,0.0,0.0,0.0,84.8,12.0,0.0,0.0
-1.406,1.962,15.342,90.0,-5.536,8.0,67.0,21.0,8.0,33.0,87.0,74.4,164.93032,46.6910064,15.9994,54.8,1747.0,1692.2,797.856,16.0,2.0,1.2,2.0,41.04,66.0,2.21,2.69,0.0,4.0,4.0,4.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,3.0,0.96,0.0,2.6,0.72,2.0,15.69766667,7.9112,0.0,0.773,0.0,91.4,12.0,0.0,0.0
-1.405,1.003,14.99,90.0,-0.284,8.0,93.0,39.4,8.0,22.0,87.0,70.8,237.0,97.341888,15.9994,54.8,917.0,862.2,261.5424,16.0,2.0,2.16,2.0,45.6,66.0,2.08,2.736,0.0,4.0,4.0,4.0,10.0,2.2,0.0,14.0,26.0,0.0,0.0,0.0,2.0,1.2,0.0,9.0,1.8,10.0,10.0,3.2,0.0,5.0,5.6,2.0,14.20126724,6.11552069,0.0,0.0,0.0,52.8,12.0,-2.0,4.0
-1.405,0.654,10.942,90.0,-1.675,8.0,31.0,16.0,8.0,52.0,87.0,77.4,69.723,22.2389388,15.9994,54.8,1519.0,1464.2,448.6952,16.0,2.0,0.96,2.0,30.96,66.0,1.89,2.736,0.0,4.0,4.0,4.0,10.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,2.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.2,1.44,2.0,11.33201724,3.010193103,0.0,0.0,9.92e-05,63.4,12.0,-2.0,3.0
-1.404,0.278,12.362,90.0,3.489,8.0,50.0,23.4,8.0,53.0,87.0,78.8,118.71,44.330688,15.9994,54.8,2430.0,2375.2,724.0416,16.0,2.0,1.44,2.0,36.96,66.0,1.54,2.836,0.0,4.0,4.0,4.0,10.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.2,2.0,14.977,7.3232,0.0,0.0,0.0,74.2,12.0,-2.0,4.0
-1.404,1.022,11.792,90.0,-0.311,8.0,76.0,24.2,8.0,11.0,87.0,65.8,190.23,53.43727104,15.9994,54.8,3306.0,3251.2,1202.496,16.0,2.0,1.44,2.0,43.68,66.0,2.08,2.776,0.0,4.0,4.0,4.0,6.0,1.4,0.0,14.0,22.0,0.0,0.0,0.0,2.0,1.2,0.0,9.0,2.6,0.0,0.0,0.0,0.0,3.8,2.16,2.0,12.728,4.3476,0.0,0.0,2.03e-06,84.8,12.0,-2.0,3.0
-1.403,1.226,12.673,90.0,0.136,8.0,73.0,34.0,8.0,48.0,87.0,71.4,180.94788,79.1752704,15.9994,54.8,3290.0,3235.2,1552.896,16.0,2.0,1.92,2.0,49.92,66.0,1.94,2.664,0.0,4.0,4.0,4.0,3.0,1.2,0.0,14.0,19.0,0.0,0.0,0.0,2.0,1.2,0.0,7.0,2.8,0.0,0.0,0.0,0.0,4.0,2.4,2.0,12.711,4.3272,0.0,0.0,0.0,98.8,12.0,-2.0,3.0
-1.403,0.327,12.426,90.0,3.003,8.0,80.0,29.2,8.0,50.0,87.0,76.4,200.59,63.492288,15.9994,54.8,2896.0,2841.2,894.8224,16.0,2.0,1.68,2.0,36.96,66.0,1.44,2.896,1.0,4.0,4.0,4.0,10.0,3.0,0.0,14.0,26.0,1.0,0.32,0.0,2.0,1.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.4,1.44,2.0,13.64851724,5.45222069,0.0,0.0,0.0,86.2,12.0,-2.0,4.0
-1.402,0.677,16.725,90.0,-3.203,8.0,80.0,33.6,8.0,27.0,87.0,71.8,200.59,78.201888,15.9994,54.8,1586.0,1531.2,475.6224,16.0,2.0,1.92,2.0,47.04,66.0,2.24,2.704,0.0,4.0,4.0,4.0,10.0,2.2,0.0,14.0,26.0,0.0,0.0,0.0,2.0,1.2,0.0,9.0,1.8,7.0,7.0,2.24,0.0,4.4,4.64,2.0,16.92051724,9.37862069,0.0,0.0,0.0,79.2,12.0,0.0,0.0
-1.402,0.307,12.364,90.0,-5.53,8.0,81.0,25.8,8.0,49.0,87.0,77.2,204.3833,57.403112,15.9994,54.8,2180.0,2125.2,638.288,16.0,2.0,1.44,2.0,36.48,66.0,1.82,2.72,1.0,4.0,4.0,4.0,10.0,3.0,0.0,14.0,27.0,1.0,0.32,0.0,5.0,2.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.4,1.68,2.0,13.083,5.5308,0.0,0.0,0.0,91.8,12.0,-2.0,5.0
-1.4,0.855,18.344,90.0,-3.427,8.0,58.0,26.0,8.0,15.0,87.0,69.2,140.116,52.926768,15.9994,54.8,1071.0,1016.2,373.3488,16.0,2.0,1.68,2.0,51.84,66.0,2.32,2.626,0.0,4.0,4.0,4.0,10.0,2.2,0.0,1.0,12.0,0.0,0.0,0.0,2.0,1.2,0.0,9.0,1.8,13.0,13.0,4.16,0.0,5.6,6.56,2.0,16.81,9.246,0.0,0.0,0.0,84.8,12.0,-2.0,4.0
-1.398,1.944,14.694,90.0,-8.576,8.0,73.0,33.0,8.0,35.0,87.0,68.8,180.94788,75.8899392,15.9994,54.8,3290.0,3235.2,1188.096,16.0,2.0,1.92,2.0,54.48,66.0,2.2,2.612,0.0,4.0,4.0,4.0,3.0,0.6,0.0,14.0,19.0,0.0,0.0,0.0,2.0,1.2,0.0,7.0,1.4,2.0,2.0,0.64,0.0,3.0,1.6,2.0,15.204,7.3188,0.0,0.0,0.0,91.8,12.0,-2.0,3.0
-1.397,0.118,11.49,90.0,3.219,8.0,48.0,23.0,8.0,53.0,87.0,76.8,112.411,42.818928,15.9994,54.8,2430.0,2375.2,716.9104,16.0,2.0,1.44,2.0,38.16,66.0,1.75,2.782,0.0,4.0,4.0,4.0,10.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,1.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.2,1.12,2.0,12.219,3.7368,0.0,0.0,0.0,84.8,12.0,-2.0,4.0
-1.396,0.841,12.896,90.0,4.084,8.0,43.0,21.6,8.0,47.0,87.0,72.2,98.0,38.1378192,15.9994,54.8,2750.0,2695.2,1216.896,16.0,2.0,1.44,2.0,42.96,66.0,1.84,2.764,1.0,4.0,4.0,4.0,5.0,1.8,0.0,0.0,7.0,1.0,0.32,0.0,2.0,1.2,0.0,6.0,2.2,0.0,0.0,0.0,0.0,3.6,1.92,2.0,11.956,3.4212,0.0,0.0,0.0,91.8,12.0,-2.0,5.0
-1.395,1.171,15.135,90.0,0.712,8.0,67.0,28.6,8.0,33.0,90.0,76.8,164.93032,62.5275648,15.9994,54.8,1747.0,1692.2,566.4144,16.0,2.0,1.68,2.0,47.52,66.0,2.21,2.73,0.0,4.0,4.0,4.0,10.0,2.0,0.0,11.0,16.0,0.0,0.0,0.0,2.0,1.6,0.0,0.0,0.0,3.0,3.0,0.96,0.0,2.2,0.32,2.0,18.56233333,11.3488,0.0,0.464,0.0,76.4,12.0,0.0,0.0
-1.395,0.575,15.022,90.0,-0.245,8.0,80.0,32.6,8.0,17.0,87.0,69.8,200.59,74.279724,15.9994,54.8,1204.0,1149.2,353.3824,16.0,2.0,1.92,2.0,48.72,66.0,2.31,2.69,0.0,4.0,4.0,4.0,10.0,2.0,0.0,14.0,26.0,0.0,0.0,0.0,2.0,1.2,0.0,0.0,0.0,11.0,11.0,3.52,0.0,3.4,3.04,2.0,17.64551724,10.24862069,0.0,0.0,0.0,79.2,12.0,-2.0,4.0
-1.394,1.262,18.323,90.0,-5.476,8.0,59.0,26.8,8.0,17.0,87.0,72.6,140.90765,55.360524,15.9994,54.8,1204.0,1149.2,479.5632,16.0,2.0,1.68,2.0,50.4,66.0,2.31,2.7,0.0,4.0,4.0,4.0,10.0,2.0,0.0,3.0,15.0,0.0,0.0,0.0,3.0,1.8,0.0,0.0,0.0,11.0,11.0,3.52,0.0,4.0,2.8,2.0,18.91,11.766,0.0,0.0,0.0,79.2,12.0,-2.0,3.0
-1.394,0.425,11.944,90.0,4.492,8.0,75.0,26.0,8.0,54.0,87.0,77.8,186.207,53.743488,15.9994,54.8,3459.0,3404.2,1069.4952,16.0,2.0,1.44,2.0,33.84,66.0,1.63,2.806,0.0,4.0,4.0,4.0,10.0,3.0,0.0,14.0,21.0,0.0,0.0,0.0,5.0,2.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.2,1.44,2.0,12.1655,3.6726,0.0,0.0,0.0,58.8,12.0,-2.0,3.0
-1.394,0.897,10.66,90.0,-1.107,8.0,31.0,15.8,8.0,49.0,87.0,76.8,69.723,21.532872,15.9994,54.8,2180.0,2125.2,660.2152,16.0,2.0,0.96,2.0,30.96,66.0,1.78,2.758,1.0,4.0,4.0,4.0,10.0,3.0,0.0,0.0,13.0,1.0,0.32,0.0,5.0,2.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.4,1.68,2.0,11.4725,2.954,0.0,0.0,0.0,65.8,12.0,-2.0,3.0
-1.392,1.151,11.886,90.0,-3.038,8.0,68.0,20.6,8.0,2.0,87.0,59.6,167.259,47.84384246,15.9994,54.8,1770.0,1715.2,523.5784,16.0,2.0,1.2,2.0,53.52,66.0,2.51,2.498,1.0,4.0,4.0,4.0,0.0,0.0,0.0,12.0,14.0,1.0,0.32,0.0,2.0,1.2,0.0,0.0,0.0,2.0,2.0,0.64,0.0,1.8,0.32,2.0,17.42866667,9.9884,0.0,0.0,0.0,91.8,12.0,0.0,0.0
-1.392,0.914,12.973,90.0,4.1,8.0,42.0,21.4,8.0,47.0,87.0,71.6,95.96,37.6482192,15.9994,54.8,2896.0,2841.2,1328.736,16.0,2.0,1.44,2.0,44.64,66.0,1.84,2.816,1.0,4.0,4.0,4.0,5.0,1.8,0.0,0.0,6.0,1.0,0.48,0.0,2.0,1.2,0.0,6.0,2.2,0.0,0.0,0.0,0.0,3.8,2.16,2.0,12.237,3.7584,0.0,0.0,0.0,98.8,12.0,-2.0,4.0
-1.39,1.007,15.428,90.0,0.578,8.0,82.0,34.2,8.0,29.0,87.0,74.2,207.2,80.190372,15.9994,54.8,1629.0,1574.2,508.8024,16.0,2.0,1.92,2.0,49.92,66.0,2.23,2.772,0.0,4.0,4.0,4.0,10.0,2.0,0.0,14.0,28.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,5.0,5.0,1.6,0.0,3.0,1.2,2.0,17.43233333,9.9928,0.0,0.0,0.0,91.0,12.0,-2.0,4.0
-1.387,1.189,14.911,90.0,-3.861,8.0,68.0,23.8,8.0,35.0,87.0,70.8,167.259,46.6064148,15.9994,54.8,1770.0,1715.2,822.816,16.0,2.0,1.44,2.0,43.92,66.0,2.2,2.688,0.0,4.0,4.0,4.0,7.0,1.4,0.0,12.0,14.0,0.0,0.0,0.0,2.0,1.2,0.0,3.0,0.6,2.0,2.0,0.64,0.0,2.2,0.32,2.0,13.629,6.7824,0.0,0.0,0.495510784,84.8,12.0,-2.0,3.0
-1.386,0.675,15.94,90.0,-3.225,8.0,68.0,27.8,8.0,35.0,87.0,72.2,167.259,58.350816,15.9994,54.8,1770.0,1715.2,694.8792,16.0,2.0,1.68,2.0,48.48,66.0,2.2,2.698,1.0,4.0,4.0,4.0,10.0,2.0,0.0,12.0,14.0,1.0,0.32,0.0,2.0,1.2,0.0,0.0,0.0,2.0,2.0,0.64,0.0,1.8,0.32,2.0,14.846,6.8892,0.0,0.0,0.0,91.0,12.0,-2.0,3.0
-1.384,1.238,13.331,90.0,-1.374,8.0,77.0,34.6,8.0,45.0,87.0,73.2,192.217,81.289968,15.9994,54.8,2739.0,2684.2,1232.496,16.0,2.0,1.92,2.0,44.16,66.0,2.14,2.764,0.0,4.0,4.0,4.0,7.0,1.8,0.0,14.0,23.0,0.0,0.0,0.0,2.0,1.2,0.0,8.0,2.2,0.0,0.0,0.0,0.0,3.4,1.84,2.0,12.745,4.368,0.0,0.0,0.0,91.0,12.0,0.0,0.0
-1.384,1.096,7.928,90.0,-0.936,4.0,42.0,14.0,8.0,50.0,87.0,75.6,95.96,26.14636944,15.9994,54.8,2896.0,2841.2,1043.136,16.0,2.0,0.96,2.0,28.32,66.0,1.87,2.81,1.0,4.0,4.0,4.0,5.0,1.0,0.0,0.0,6.0,1.0,0.32,0.0,2.0,1.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.4,1.44,2.0,10.179,2.2044,0.0,0.0,0.0,91.8,12.0,-2.0,4.0
-1.384,1.033,15.091,90.0,0.415,8.0,81.0,34.6,8.0,35.0,87.0,74.4,204.3833,81.51444,15.9994,54.8,1770.0,1715.2,536.976,16.0,2.0,1.92,2.0,48.48,66.0,2.2,2.636,0.0,4.0,4.0,4.0,10.0,2.0,0.0,14.0,27.0,0.0,0.0,0.0,5.0,2.2,0.0,0.0,0.0,2.0,2.0,0.64,0.0,2.6,0.96,2.0,16.962,9.4284,0.0,0.0,0.0,84.8,12.0,-2.0,3.0
-1.383,1.334,17.333,90.0,-3.92,8.0,60.0,23.2,8.0,19.0,87.0,71.8,144.242,44.371968,15.9994,54.8,1294.0,1239.2,574.992,16.0,2.0,1.44,2.0,45.36,66.0,2.3,2.694,0.0,4.0,4.0,4.0,10.0,2.0,0.0,4.0,14.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,10.0,10.0,3.2,0.0,4.0,2.4,2.0,17.026,9.5052,0.0,0.383,0.0,91.0,12.0,-2.0,4.0
-1.381,0.096,12.794,55.3,-2.514,8.0,81.0,26.0,8.0,52.0,87.0,77.8,204.3833,57.1677564,15.9994,54.8,1519.0,1464.2,476.736,16.0,2.0,1.44,2.0,36.48,66.0,1.89,2.698,0.0,4.0,4.0,4.0,10.0,3.0,0.0,14.0,27.0,0.0,0.0,0.0,5.0,2.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.2,1.44,2.0,12.94251724,5.586993103,0.0,0.0,9.92e-05,89.4,12.0,-2.0,3.0
-1.379,1.339,16.542,90.0,0.107,8.0,83.0,35.6,8.0,41.0,87.0,77.6,208.9804,84.467616,15.9994,54.8,1936.0,1881.2,568.992,16.0,2.0,1.92,2.0,48.72,66.0,2.17,2.722,0.0,4.0,4.0,4.0,10.0,2.2,0.0,14.0,29.0,0.0,0.0,0.0,3.0,1.8,0.0,9.0,1.8,0.0,0.0,0.0,0.0,3.6,2.16,2.0,17.826,10.4652,0.0,0.0,0.000719072,48.4,12.0,-2.0,3.0
