formula,atom a,atom b,lowest distortion,e_form,mu_b,vpa,gap pbe,a,alpha,beta,gamma,e_form oxygen
InTiO3,In,Ti,orthorhombic,-2.373,0.155,11.691,0,5.347,90,90,90,2.919
KWO3,K,W,orthorhombic,-2.372,-0.001,12.255,0,5.572,90,90,90,6.026
HoPrO3,Ho,Pr,cubic,-2.371,0,18.049,0,4.485,90,90,90,-2.886
GdCeO3,Gd,Ce,cubic,-2.371,0,18.68,0.432,4.537,90,90,90,-2.684
SmRuO3,Sm,Ru,orthorhombic,-2.371,0.199,11.958,0,5.295,90,90,90,1.228
SmRhO3,Sm,Rh,orthorhombic,-2.37,0,11.987,0.783,5.337,90,90,90,0.38
LiAcO3,Li,Ac,orthorhombic,-2.369,0,13.879,2.806,5.9,90,90,90,-0.964
AcPbO3,Ac,Pb,orthorhombic,-2.369,0,16.738,0,6.034,90,90,90,1.255
SrMnO3,Sr,Mn,orthorhombic,-2.368,0.6,11.38,0,5.425,90,90,90,1.412
CdPaO3,Cd,Pa,rhombohedral,-2.367,0.2,15.768,0.51,6.159,58,58,58,4.126
TiPbO3,Ti,Pb,orthorhombic,-2.367,0,15.451,1.808,5.589,90,90,90,0.001
ZrSnO3,Zr,Sn,orthorhombic,-2.367,0,15.092,0.822,5.909,90,90,90,1.196
TlLuO3,Tl,Lu,orthorhombic,-2.366,0,13.522,0.931,5.649,90,90,90,-2.715
AcNiO3,Ac,Ni,orthorhombic,-2.365,0.2,11.833,0,5.505,90,90,90,1.575
TiKO3,Ti,K,orthorhombic,-2.365,0,15.82,0,5.853,90,90,90,-17.251
ErLaO3,Er,La,cubic,-2.364,0,18.281,0,4.505,90,90,90,1.788
PmRuO3,Pm,Ru,orthorhombic,-2.363,0.199,12.076,0,5.315,90,90,90,1.345
PrEuO3,Pr,Eu,cubic,-2.362,0.141,15.752,0,4.287,90,90,90,-1.198
TmPbO3,Tm,Pb,orthorhombic,-2.362,0,14.592,0,5.734,90,90,90,0.49
ThSiO3,Th,Si,cubic,-2.362,0,11.695,0,3.881,90,90,90,1.378
PmRhO3,Pm,Rh,orthorhombic,-2.361,0,12.096,0.945,5.357,90,90,90,0.503
PrZnO3,Pr,Zn,orthorhombic,-2.361,0,12.082,0,5.437,90,90,90,0.43
GeTiO3,Ge,Ti,tetragonal,-2.361,0,12.078,1.509,3.784,90,90,90,4.252
TiNaO3,Ti,Na,orthorhombic,-2.361,0,12.582,0,5.592,90,90,90,-10.414
ZrMgO3,Zr,Mg,cubic,-2.36,0,10.17,0.718,3.705,90,90,90,0.77
TlZrO3,Tl,Zr,orthorhombic,-2.36,0,13.871,0,5.748,90,90,90,0.508
HoPaO3,Ho,Pa,cubic,-2.36,0.274,17.757,0,4.461,90,90,90,2.539
CeBO3,Ce,B,cubic,-2.358,-0.001,9.283,1.934,3.594,90,90,90,4.741
PrCaO3,Pr,Ca,cubic,-2.358,0.2,14.432,0,4.163,90,90,90,-1.865
PaZrO3,Pa,Zr,cubic,-2.358,0.449,14.262,0,4.147,90,90,90,2.907
HoYbO3,Ho,Yb,cubic,-2.358,0.168,13.693,0,4.091,90,90,90,-2.026
SmNiO3,Sm,Ni,orthorhombic,-2.356,0.2,10.909,0,5.28,90,90,90,1.31
TiRbO3,Ti,Rb,orthorhombic,-2.354,0,17.169,0,5.979,90,90,90,-17.758
HfTiO3,Hf,Ti,cubic,-2.353,0.004,11.241,0,3.831,90,90,90,2.226
PaYO3,Pa,Y,cubic,-2.353,0.391,15.618,0,4.274,90,90,90,3.128
CaCeO3,Ca,Ce,cubic,-2.351,0.2,18.285,0,4.505,90,90,90,-1.45
LiWO3,Li,W,rhombohedral,-2.351,0,10.409,0,5.394,57.3,57.3,57.3,4.814
HgUO3,Hg,U,tetragonal,-2.351,0.162,16.227,0,4.323,90,90,90,2.17
CaMnO3,Ca,Mn,tetragonal,-2.349,0.605,11.353,0,3.794,90,90,90,1.209
GaHfO3,Ga,Hf,cubic,-2.349,0.042,13.565,0,4.078,90,90,90,0.75
PmNiO3,Pm,Ni,orthorhombic,-2.348,0.2,10.999,0,5.307,90,90,90,1.376
CrZrO3,Cr,Zr,cubic,-2.348,0.801,13.972,0,4.118,90,90,90,1.022
CrNbO3,Cr,Nb,orthorhombic,-2.348,0.88,11.23,0,5.231,90,90,90,4.426
TlTmO3,Tl,Tm,orthorhombic,-2.346,0,13.809,0.907,5.701,90,90,90,-2.758
ThCeO3,Th,Ce,cubic,-2.346,0.005,18.717,0,4.54,90,90,90,0.544
AcRuO3,Ac,Ru,orthorhombic,-2.345,0.197,13.161,0,5.619,90,90,90,2.787
PrAsO3,Pr,As,orthorhombic,-2.345,0,13.485,0,5.595,90,90,90,2.791
VTiO3,V,Ti,cubic,-2.344,0.6,11.243,0,3.831,90,90,90,1.646
TeEuO3,Te,Eu,orthorhombic,-2.343,0,15.717,3.278,5.827,90,90,90,-9.104
ZnUO3,Zn,U,cubic,-2.342,0.114,15.963,0,4.306,90,90,90,1.935
UYbO3,U,Yb,cubic,-2.341,0.401,14.146,0,4.136,90,90,90,-3.14
Hf2O3,Hf,Hf,cubic,-2.34,0.34,13.349,0,4.056,90,90,90,2.46
ErPrO3,Er,Pr,cubic,-2.34,0,18.047,0,4.485,90,90,90,-2.93
VRbO3,V,Rb,orthorhombic,-2.339,0,17.828,2.477,5.618,90,90,90,-19.751
NdRuO3,Nd,Ru,orthorhombic,-2.339,0.198,12.234,0,5.347,90,90,90,1.544
ScGdO3,Sc,Gd,cubic,-2.339,0,15.967,0.448,4.306,90,90,90,-2.876
NpLiO3,Np,Li,cubic,-2.336,0.795,9.578,0,3.631,90,90,90,-1.828
LiNdO3,Li,Nd,orthorhombic,-2.335,0,12.423,2.55,5.762,90,90,90,-2.224
AcRhO3,Ac,Rh,orthorhombic,-2.334,0,13.23,0.604,5.635,90,90,90,1.899
ZnLaO3,Zn,La,orthorhombic,-2.333,0.2,14.238,0.656,5.439,90,90,90,-4.393
VKO3,V,K,orthorhombic,-2.333,0,16.119,2.424,5.479,90,90,90,-9.684
PmAcO3,Pm,Ac,cubic,-2.333,0,20.362,0,4.669,90,90,90,1.524
CrThO3,Cr,Th,cubic,-2.332,0.798,18.333,0,4.509,90,90,90,-0.954
MnVO3,Mn,V,orthorhombic,-2.33,1.2,10.068,0,5.132,90,90,90,2.704
GdMoO3,Gd,Mo,cubic,-2.33,0.005,12.4,0,3.958,90,90,90,1.977
TaCrO3,Ta,Cr,orthorhombic,-2.33,0.599,10.669,0,5.225,90,90,90,-2.758
ErYbO3,Er,Yb,cubic,-2.33,-0.156,13.649,0,4.087,90,90,90,-2.139
TbLaO3,Tb,La,cubic,-2.329,0,18.381,0,4.513,90,90,90,-2.626
NdNiO3,Nd,Ni,orthorhombic,-2.328,0.2,11.089,0,5.37,90,90,90,1.425
CeAsO3,Ce,As,orthorhombic,-2.328,0,13.684,0,5.632,90,90,90,2.958
VZrO3,V,Zr,cubic,-2.328,0.6,13.826,0,4.104,90,90,90,0.821
TmLaO3,Tm,La,cubic,-2.328,0,18.215,0,4.499,90,90,90,1.591
AgPaO3,Ag,Pa,rhombohedral,-2.326,0,14.961,2.571,6.043,58.2,58.2,58.2,4.367
ScBO3,Sc,B,cubic,-2.326,0,7.496,2.021,3.347,90,90,90,4.771
NdEuO3,Nd,Eu,cubic,-2.325,0.131,15.669,0,4.279,90,90,90,-1.378
NaHoO3,Na,Ho,orthorhombic,-2.324,0,12.936,2.546,6.024,90,90,90,-1.332
YCeO3,Y,Ce,cubic,-2.323,0,18.662,0.389,4.536,90,90,90,-2.979
NdCaO3,Nd,Ca,cubic,-2.323,0.2,14.231,0,4.144,90,90,90,-2.032
MgNbO3,Mg,Nb,cubic,-2.323,0,12.767,0,3.997,90,90,90,4.379
NpWO3,Np,W,cubic,-2.323,0.846,12.801,0,4,90,90,90,1.896
CaTcO3,Ca,Tc,orthorhombic,-2.322,0.346,11.627,0,5.37,90,90,90,3.419
HfMgO3,Hf,Mg,cubic,-2.321,0,9.985,1.042,3.682,90,90,90,0.79
CuTaO3,Cu,Ta,orthorhombic,-2.32,0,10.912,1.36,5.233,90,90,90,5.237
PrRuO3,Pr,Ru,orthorhombic,-2.32,0.198,12.405,0,5.384,90,90,90,1.73
MoCeO3,Mo,Ce,rhombohedral,-2.319,0.2,15.288,0,5.754,66.2,66.2,66.2,-8.761
TmPaO3,Tm,Pa,cubic,-2.319,0.248,17.753,0,4.461,90,90,90,2.359
NpCoO3,Np,Co,cubic,-2.318,0.573,10.705,0,3.769,90,90,90,2.922
LiPrO3,Li,Pr,orthorhombic,-2.317,0,12.66,2.754,5.793,90,90,90,-2.28
PrRhO3,Pr,Rh,orthorhombic,-2.316,0,12.426,0.708,5.421,90,90,90,0.878
AcBO3,Ac,B,cubic,-2.316,0,10.075,1.071,3.693,90,90,90,4.163
TiSnO3,Ti,Sn,orthorhombic,-2.316,0,14.526,1.051,5.463,90,90,90,1.902
ZrTmO3,Zr,Tm,cubic,-2.315,0.2,14.496,0,4.169,90,90,90,-3.645
EuAsO3,Eu,As,tetragonal,-2.314,0,12.16,0,3.81,90,90,90,2.453
TiCdO3,Ti,Cd,orthorhombic,-2.313,0,12.529,2.417,5.395,90,90,90,-7.258
PrNiO3,Pr,Ni,orthorhombic,-2.312,0.198,11.169,0,5.395,90,90,90,1.493
MoBaO3,Mo,Ba,rhombohedral,-2.311,0,18.697,0.788,6.254,63.7,63.7,63.7,-14.618
TlHoO3,Tl,Ho,orthorhombic,-2.311,0,14.136,0.876,5.75,90,90,90,-3.018
ZnSmO3,Zn,Sm,orthorhombic,-2.311,0.2,13.484,0.543,5.451,90,90,90,-4.454
TbZnO3,Tb,Zn,orthorhombic,-2.311,0,11.383,0,5.256,90,90,90,-0.127
MoSrO3,Mo,Sr,rhombohedral,-2.31,0,16.33,0.638,6.015,62.8,62.8,62.8,-13.854
MoCaO3,Mo,Ca,orthorhombic,-2.31,0.399,13.22,0,5.553,90,90,90,-10.717
LuCuO3,Lu,Cu,orthorhombic,-2.309,0,10.498,0.273,5.121,90,90,90,0.256
ThMoO3,Th,Mo,cubic,-2.309,0.01,12.816,0,4.002,90,90,90,1.416
EuBeO3,Eu,Be,cubic,-2.309,0.398,9.202,0,3.583,90,90,90,-0.922
UMoO3,U,Mo,cubic,-2.307,0.621,12.796,0,4,90,90,90,2.262
CsTiO3,Cs,Ti,tetragonal,-2.307,0.186,15.266,0,3.901,90,90,90,-0.798
NaLaO3,Na,La,orthorhombic,-2.306,0,14.794,2.633,6.247,90,90,90,-1.372
TmCuO3,Tm,Cu,orthorhombic,-2.306,0,10.66,0.268,5.152,90,90,90,0.436
DyCeO3,Dy,Ce,cubic,-2.306,0,18.617,0,4.532,90,90,90,-3.241
TbPrO3,Tb,Pr,cubic,-2.304,0,18.119,0.479,4.491,90,90,90,-1.416
TmPrO3,Tm,Pr,cubic,-2.304,0,18.02,0,4.483,90,90,90,-3.262
